Post ID,platform_id,sentiment_id,Post Type,Post Timestamp,Post Content,Post Hour,Post Minute
92701,2,2,Image,2024-12-18 09:02:24,Attack sit imagine country require almost teacher.,9,2
92706,1,3,Link,2024-12-18 23:19:42,Any bag set realize modern some above.,23,19
92712,2,1,Image,2024-12-18 14:08:06,Piece however amount purpose card black serve.,14,8
92713,1,1,Video,2024-12-18 13:31:54,Put skin knowledge son.,13,31
92714,1,1,Link,2024-12-18 06:57:48,Far kid dream.,6,57
92717,3,1,Link,2024-12-18 05:26:24,Most without interest top discover hair.,5,26
92719,1,1,Image,2024-12-18 12:50:18,Four staff growth evidence answer particularly happen.,12,50
92721,3,1,Image,2024-12-18 13:30:06,Modern bring media.,13,30
92736,4,1,Link,2024-12-18 11:19:06,Space admit later determine.,11,19
92738,2,1,Link,2024-12-18 23:27:30,Final economy away picture fear.,23,27
92739,1,1,Link,2024-12-18 18:31:18,Give store whether share last least.,18,31
92740,1,1,Image,2024-12-18 19:25:36,Key western production wear total.,19,25
92742,1,1,Video,2024-12-18 19:55:30,Much heavy alone safe future.,19,55
92747,2,2,Link,2024-12-18 04:40:24,Stay should once listen picture reason over.,4,40
92748,4,1,Link,2024-12-18 05:15:24,Give strategy read behavior collection health increase.,5,15
92750,4,1,Link,2024-12-18 12:40:00,Explain start finish.,12,40
92751,2,1,Video,2024-12-18 05:37:54,Or specific maintain billion around area just.,5,37
92752,2,1,Image,2024-12-18 07:36:30,Skill board nor.,7,36
92753,4,3,Video,2024-12-18 00:17:18,Bar street suggest.,0,17
92760,3,3,Link,2024-12-18 00:23:36,Ground capital five item too.,0,23
92762,2,3,Link,2024-12-18 06:16:54,Whether wall whole do visit quite.,6,16
92763,3,3,Video,2024-12-18 11:49:48,Learn watch step off it worry style election.,11,49
92768,2,1,Image,2024-12-18 21:19:36,Assume according floor.,21,19
92769,1,2,Video,2024-12-18 07:57:36,Talk customer exactly list major front tough.,7,57
92771,1,1,Video,2024-12-18 14:48:42,Town travel paper administration kitchen film million.,14,48
92774,1,1,Video,2024-12-18 06:53:30,Finally prevent write right half TV forget.,6,53
92776,4,3,Image,2024-12-18 03:33:42,Lay sea heart interesting.,3,33
92777,3,1,Image,2024-12-18 03:20:24,Itself draw know they old management rise face.,3,20
92778,4,3,Image,2024-12-18 12:14:48,Western six us church chair rise institution.,12,14
92779,4,1,Image,2024-12-18 08:21:00,Audience time sense war.,8,21
92781,1,1,Link,2024-12-18 11:09:24,Generation west management defense scientist.,11,9
92785,2,3,Video,2024-12-18 14:39:06,Window another short around role deal white.,14,39
92786,3,3,Video,2024-12-18 23:29:00,Structure yourself resource.,23,29
92787,2,1,Video,2024-12-18 00:23:00,Home inside whole foreign his significant.,0,23
92792,2,1,Video,2024-12-18 22:43:36,Top edge simply economic learn wall catch.,22,43
92793,2,1,Link,2024-12-18 08:58:12,Letter benefit control give large race paper market.,8,58
92794,4,3,Video,2024-12-18 19:35:18,Agreement husband series produce reach.,19,35
92796,1,2,Video,2024-12-18 08:23:54,Plan pressure on give level series measure.,8,23
92802,4,1,Link,2024-12-18 14:25:36,Collection visit which.,14,25
92803,4,1,Link,2024-12-18 18:51:06,Admit large common.,18,51
92806,2,1,Image,2024-12-18 05:48:54,Outside state seven thank wait according agent.,5,48
92809,4,3,Video,2024-12-18 19:22:12,Take attorney add skill.,19,22
92812,4,2,Video,2024-12-18 07:06:48,Hundred fill white carry.,7,6
92817,1,3,Image,2024-12-18 06:22:36,Pretty someone their than.,6,22
92824,4,2,Link,2024-12-18 01:33:30,Expert born four reduce success hard wear.,1,33
92826,3,1,Link,2024-12-18 02:57:06,Record themselves whose.,2,57
92829,3,1,Video,2024-12-18 13:52:00,Personal pretty pressure information early night alone.,13,52
92830,2,1,Video,2024-12-18 04:04:36,Should able yeah produce candidate.,4,4
92831,2,1,Link,2024-12-18 07:50:36,Others positive be meet.,7,50
92838,1,3,Link,2024-12-18 00:52:18,Clearly include stop walk today.,0,52
92841,3,1,Image,2024-12-18 18:53:36,Sound impact foreign one practice.,18,53
92847,1,1,Video,2024-12-18 16:50:30,Deal rise card dark.,16,50
92848,1,1,Video,2024-12-18 07:14:42,Her friend card.,7,14
92850,4,2,Image,2024-12-18 04:49:06,Information security girl relationship stop hope black recognize.,4,49
92853,2,1,Video,2024-12-18 06:05:18,Important radio everyone.,6,5
92858,1,1,Link,2024-12-18 04:06:36,No of skill involve glass.,4,6
92859,2,1,Video,2024-12-18 13:53:24,A position doctor trade education theory.,13,53
92860,3,1,Video,2024-12-18 03:06:30,Reason determine success avoid student both conference.,3,6
92862,2,1,Link,2024-12-18 11:25:54,Sit dog lot protect detail car.,11,25
92863,1,1,Image,2024-12-18 07:10:48,Final agreement office seek.,7,10
92864,1,1,Video,2024-12-18 08:19:00,Next moment shake everyone mind drive direction.,8,19
92865,4,1,Image,2024-12-18 05:51:12,Measure candidate although minute meet.,5,51
92867,4,1,Link,2024-12-18 19:57:36,Market term investment establish.,19,57
92868,3,1,Link,2024-12-18 20:32:42,Know north hit alone.,20,32
92870,1,1,Link,2024-12-18 01:33:30,Rich surface say street.,1,33
92877,1,1,Video,2024-12-18 04:05:12,Democrat list base player.,4,5
92879,2,3,Image,2024-12-18 07:37:06,Decision politics why.,7,37
92881,2,2,Image,2024-12-18 16:18:24,Medical environmental treatment operation determine drug.,16,18
92884,2,3,Video,2024-12-18 18:44:12,Country person degree future carry chair every.,18,44
92888,3,3,Video,2024-12-18 19:44:12,Admit approach human perform at.,19,44
92890,4,1,Link,2024-12-18 21:50:54,Television key or name part hair many smile.,21,50
92900,4,1,Link,2024-12-18 01:21:36,Situation look hospital box ask skill.,1,21
92902,1,1,Video,2024-12-18 21:20:12,Reveal thought benefit wait simple.,21,20
92903,2,2,Video,2024-12-18 21:21:30,Front analysis every left.,21,21
92904,3,1,Video,2024-12-18 20:22:48,Wear behind budget no believe skin.,20,22
92905,4,1,Image,2024-12-18 08:12:36,Natural follow over guess east.,8,12
92907,3,1,Image,2024-12-18 18:23:12,Successful wife campaign production Mr appear arrive.,18,23
92908,4,1,Link,2024-12-18 15:08:36,Away collection town change poor compare.,15,8
92911,2,1,Video,2024-12-18 20:58:18,Season cultural popular hospital one authority system.,20,58
92912,3,1,Link,2024-12-18 12:18:24,Name marriage nothing while Republican movie necessary.,12,18
92913,4,1,Video,2024-12-18 12:06:48,Onto specific me talk recent money dream.,12,6
92918,4,1,Image,2024-12-18 10:01:54,Very against plan mother seem believe.,10,1
92919,4,3,Image,2024-12-18 02:01:30,Safe analysis cut decision space personal.,2,1
92920,2,3,Link,2024-12-18 22:14:24,Left item laugh many threat little upon.,22,14
92926,4,2,Video,2024-12-18 19:40:06,Second production mean her.,19,40
92927,3,1,Link,2024-12-18 03:26:18,Others off front executive.,3,26
92929,4,3,Link,2024-12-18 21:41:12,Try sure bag to.,21,41
92931,4,3,Video,2024-12-18 11:59:24,Campaign population discussion bill against sort.,11,59
92933,3,1,Video,2024-12-18 19:23:54,Door main summer new strategy.,19,23
92935,3,1,Link,2024-12-18 16:15:12,Reason huge law generation perform new.,16,15
92937,1,1,Video,2024-12-18 11:11:54,Carry television energy military.,11,11
92940,3,1,Image,2024-12-18 16:51:36,Help court smile argue job number.,16,51
92943,4,2,Video,2024-12-18 06:16:00,Difficult set apply really together air crime under.,6,16
92951,3,1,Link,2024-12-18 01:57:30,Ready guy film situation also.,1,57
92952,1,1,Image,2024-12-18 04:31:24,Court end north learn.,4,31
92953,3,3,Image,2024-12-18 06:07:12,Either product respond attack during while address.,6,7
92957,4,1,Image,2024-12-18 04:19:42,Tough close recently popular book budget.,4,19
92958,4,2,Video,2024-12-18 10:24:06,Beat cover fact.,10,24
92968,3,3,Video,2024-12-18 02:56:54,Themselves do both shake.,2,56
92969,2,3,Link,2024-12-18 18:19:00,Laugh pay movie street cut carry ago.,18,19
92970,3,1,Video,2024-12-18 15:08:30,Best fish scene report.,15,8
92973,2,1,Image,2024-12-18 03:36:30,Receive eye common who administration.,3,36
92975,3,1,Link,2024-12-18 23:21:06,Million weight story matter.,23,21
92978,3,1,Video,2024-12-18 14:52:42,Spend especially right never left.,14,52
92980,2,1,Link,2024-12-18 17:08:48,Standard step threat scene.,17,8
92982,2,1,Video,2024-12-18 19:15:48,Bed blood heavy describe.,19,15
92987,4,2,Link,2024-12-18 00:47:00,Claim rule answer close my before.,0,47
92988,4,1,Image,2024-12-18 08:10:36,Line how over research.,8,10
92991,3,3,Image,2024-12-18 02:59:54,Back down teach might perhaps check.,2,59
92992,4,1,Link,2024-12-18 03:04:12,Interesting respond now model economic himself sound.,3,4
92993,3,1,Link,2024-12-18 06:16:54,Will guy knowledge project.,6,16
92994,4,1,Image,2024-12-18 04:00:12,Hospital before campaign represent without expert.,4,0
92995,3,3,Video,2024-12-18 21:27:54,View mother training continue voice.,21,27
92999,4,2,Video,2024-12-18 00:15:24,World others amount bed star thank not.,0,15
93001,2,3,Video,2024-12-18 11:34:54,Find ago away.,11,34
93004,4,1,Link,2024-12-18 06:45:18,Avoid beautiful her yes range reveal.,6,45
93007,1,1,Image,2024-12-18 08:37:36,Key computer open begin ground late.,8,37
93008,4,1,Image,2024-12-18 19:25:06,Argue soon phone create hundred.,19,25
93013,3,1,Image,2024-12-18 12:18:12,Their respond imagine expect ready.,12,18
93019,3,1,Image,2024-12-18 23:52:36,Near usually true color.,23,52
93020,3,1,Image,2024-12-18 21:37:24,If specific election second manager.,21,37
93022,1,3,Video,2024-12-18 01:19:54,Raise account if single allow control during.,1,19
93024,1,1,Image,2024-12-18 08:48:30,Parent short easy before.,8,48
93028,4,3,Link,2024-12-18 03:44:24,Address tough item new.,3,44
93032,1,1,Link,2024-12-18 12:07:30,Article ball heart other.,12,7
93036,1,1,Link,2024-12-18 12:11:30,Realize direction let administration case fact data watch.,12,11
93041,4,2,Video,2024-12-18 20:17:48,Raise worker fill special statement available.,20,17
93042,3,1,Link,2024-12-18 13:35:36,Dinner large stop.,13,35
93045,1,1,Video,2024-12-18 16:56:12,Capital different tax executive.,16,56
93048,3,1,Image,2024-12-18 10:10:42,Democratic deal dream.,10,10
93051,3,3,Link,2024-12-18 12:31:18,Story Mr page concern seat school need person.,12,31
93052,2,3,Video,2024-12-18 14:40:24,Catch training stop benefit.,14,40
93056,1,1,Link,2024-12-18 22:15:12,Charge she tax defense shake type away case.,22,15
93059,4,2,Video,2024-12-18 02:37:36,Behavior better course wall thus direction pull always.,2,37
93062,1,1,Video,2024-12-18 03:15:54,Though similar whole close.,3,15
93064,3,1,Video,2024-12-18 21:05:12,We second candidate rule.,21,5
93070,3,1,Video,2024-12-18 11:23:18,Forget air success hold task street investment late.,11,23
93072,1,1,Video,2024-12-18 09:17:36,Hope administration despite ready.,9,17
93073,2,1,Link,2024-12-18 18:11:36,Administration maybe rate enter many.,18,11
93079,1,2,Video,2024-12-18 03:22:06,Thousand health personal else artist player always large.,3,22
93084,2,1,Image,2024-12-18 00:15:00,Light kitchen wish machine trade.,0,15
93085,4,1,Image,2024-12-18 18:43:42,Trouble them economic course drop war base.,18,43
93096,1,1,Image,2024-12-18 01:45:12,American loss design however off.,1,45
93100,3,1,Video,2024-12-18 14:19:48,Same rate we law position.,14,19
93102,4,1,Video,2024-12-18 03:59:00,According owner politics would.,3,59
93103,1,2,Link,2024-12-18 16:24:18,Growth authority order for.,16,24
93105,2,3,Image,2024-12-18 19:30:42,Region simply hand peace throughout mind clear.,19,30
93106,2,1,Link,2024-12-18 17:36:54,Environmental former picture pattern debate.,17,36
93110,3,1,Video,2024-12-18 07:13:24,Reveal garden strategy candidate.,7,13
93112,3,2,Image,2024-12-18 23:56:06,Section teacher one.,23,56
93113,2,1,Link,2024-12-18 07:15:06,Run wife enough rich ahead.,7,15
93117,2,1,Video,2024-12-18 01:32:48,Position learn door allow.,1,32
93119,1,2,Image,2024-12-18 21:45:12,Provide success job particularly interesting energy try.,21,45
93120,4,1,Image,2024-12-18 14:06:06,East three father here idea father.,14,6
93122,3,1,Video,2024-12-18 05:00:18,Role international though sister.,5,0
93123,4,1,Image,2024-12-18 02:51:18,Some law modern thus bring.,2,51
93124,2,2,Video,2024-12-18 10:14:42,Capital term stage field knowledge.,10,14
93127,1,1,Video,2024-12-18 04:11:48,Whose group world leg.,4,11
93130,4,2,Link,2024-12-18 02:12:48,Investment large on number purpose effect in.,2,12
93131,3,1,Image,2024-12-18 00:33:30,Building world from pass beat three.,0,33
93134,1,3,Link,2024-12-18 14:00:48,Whether though moment find across alone.,14,0
93140,4,2,Video,2024-12-18 11:15:12,Back cold their dark newspaper road yet chance.,11,15
93142,3,1,Video,2024-12-18 06:53:06,Bit executive seem will hand from.,6,53
93145,2,3,Image,2024-12-18 20:08:18,Smile particular why money buy artist yet.,20,8
93146,3,2,Video,2024-12-18 03:52:24,Phone picture nature interesting term.,3,52
93147,3,1,Link,2024-12-18 09:08:36,Soon material democratic of result.,9,8
93150,3,3,Video,2024-12-18 18:42:54,Star sign generation travel forward ask big career.,18,42
93158,2,1,Video,2024-12-18 05:06:48,Before sign agreement people.,5,6
93159,3,3,Link,2024-12-18 05:02:48,Hope improve office avoid teacher provide between.,5,2
93162,4,1,Video,2024-12-18 15:06:30,Rate example available phone few.,15,6
93163,3,1,Image,2024-12-18 10:13:54,When option Republican local less deal play.,10,13
93164,1,2,Video,2024-12-18 11:25:54,Specific cause save only.,11,25
93166,3,1,Image,2024-12-18 02:31:24,Plan major lose particular certain continue white.,2,31
93168,3,3,Video,2024-12-18 17:01:54,Avoid record set PM.,17,1
93170,3,2,Image,2024-12-18 08:33:00,Ground human statement fact thus real region individual.,8,33
93172,1,1,Video,2024-12-18 05:53:06,Law after must.,5,53
93173,1,1,Video,2024-12-18 14:52:42,Activity consumer type pull rule along anyone.,14,52
93174,3,1,Video,2024-12-18 20:19:42,Save person none tax follow support among very.,20,19
93180,4,1,Video,2024-12-18 02:32:18,Focus wear nothing her.,2,32
93183,4,2,Link,2024-12-18 07:27:48,Recently month check.,7,27
93185,1,1,Video,2024-12-18 16:16:24,Cup listen enough.,16,16
93188,4,1,Link,2024-12-18 01:23:48,Commercial rule plan.,1,23
93191,2,1,Image,2024-12-18 00:41:18,Set century what million Democrat new writer.,0,41
93198,3,1,Link,2024-12-18 15:07:54,Necessary especially clearly I stay purpose number.,15,7
93201,1,1,Link,2024-12-18 23:40:00,Security rate until.,23,40
93204,2,1,Link,2024-12-18 13:23:54,Measure different main prove set someone prove.,13,23
93207,2,1,Link,2024-12-18 20:49:06,Specific gas face.,20,49
93209,2,2,Image,2024-12-18 21:09:54,Moment stage soon mind catch light.,21,9
93211,3,1,Video,2024-12-18 14:22:36,Wind social necessary pass fall.,14,22
93215,3,1,Link,2024-12-18 07:59:42,Pattern concern too allow indeed activity.,7,59
93221,4,1,Image,2024-12-18 10:44:06,Month various sing arm despite realize.,10,44
93225,3,1,Link,2024-12-18 12:22:18,Morning mean we team.,12,22
93228,2,1,Video,2024-12-18 11:09:48,Far road design maintain rise forward store.,11,9
93230,1,1,Link,2024-12-18 23:36:42,Agree often eye buy these past.,23,36
93232,3,1,Video,2024-12-18 15:37:54,Toward through provide quality majority finish.,15,37
93234,2,3,Image,2024-12-18 18:42:30,According worry ground above spend prevent well.,18,42
93242,2,1,Image,2024-12-18 12:20:12,Every war way ready.,12,20
93243,1,1,Image,2024-12-18 00:06:12,Including have behind camera news.,0,6
93245,2,1,Image,2024-12-18 22:20:42,Star foreign certain.,22,20
93246,4,2,Image,2024-12-18 17:07:18,Happen here animal natural on film.,17,7
93247,3,1,Image,2024-12-18 13:19:24,Light degree fine care base yet increase.,13,19
93248,2,1,Image,2024-12-18 13:30:54,Hundred travel how food various force.,13,30
93249,3,1,Video,2024-12-18 08:14:30,Bag give year chair.,8,14
93255,1,1,Link,2024-12-18 03:51:24,Raise reality beautiful.,3,51
93264,1,1,Image,2024-12-18 19:45:18,Size month boy coach.,19,45
93265,3,1,Image,2024-12-18 14:37:24,Identify us office become.,14,37
93268,1,1,Image,2024-12-18 14:58:00,Tree everybody tough watch.,14,58
93269,1,2,Image,2024-12-18 07:34:24,Sometimes summer world eat career state special.,7,34
93270,4,1,Image,2024-12-18 21:11:54,Shoulder serve single vote high fact anyone.,21,11
93271,3,1,Image,2024-12-18 14:55:12,Smile material both hand alone field physical.,14,55
93272,1,2,Video,2024-12-18 05:39:12,Say service industry second indicate mind yes amount.,5,39
93274,1,1,Link,2024-12-18 20:53:42,Speak finally check son pass.,20,53
93275,2,1,Video,2024-12-18 04:30:30,Toward civil once water.,4,30
93282,4,1,Image,2024-12-18 20:24:48,Which remain impact manager prepare strategy.,20,24
93284,1,1,Image,2024-12-18 05:06:18,Wind yes range need give number partner.,5,6
93289,1,1,Link,2024-12-18 12:04:42,Free dream politics tax employee when.,12,4
93292,1,1,Image,2024-12-18 02:42:54,Perform put family certainly agree.,2,42
93293,2,3,Link,2024-12-18 10:43:42,Drop every everybody design.,10,43
93294,2,1,Video,2024-12-18 22:59:30,Choice trip approach along.,22,59
93297,4,1,Image,2024-12-18 22:53:30,Could almost radio other bring occur.,22,53
93298,1,1,Video,2024-12-18 00:30:54,Bank author interesting key type.,0,30
93302,1,2,Link,2024-12-18 21:46:12,Player six third choose hospital.,21,46
93303,1,1,Link,2024-12-18 00:34:30,Strong reason to item hair history design author.,0,34
93306,3,1,Video,2024-12-18 07:53:12,Bring this along local more.,7,53
93308,1,3,Image,2024-12-18 19:47:42,Newspaper oil consumer ahead writer myself guess.,19,47
93310,4,1,Video,2024-12-18 12:33:42,Because age top whose tax great form.,12,33
93312,2,1,Video,2024-12-18 02:26:54,Note mission half under heart.,2,26
93313,3,1,Video,2024-12-18 23:19:06,Whom national color they.,23,19
93318,3,1,Image,2024-12-18 23:16:48,Claim television up dog.,23,16
93319,2,1,Link,2024-12-18 21:45:00,Allow decade series message.,21,45
93323,4,1,Video,2024-12-18 14:20:12,Energy baby yes which card success dark fall.,14,20
93325,3,2,Link,2024-12-18 09:47:54,Should share make high consumer eight.,9,47
93335,2,1,Video,2024-12-18 18:29:48,Action particularly its difference certain everything probably.,18,29
93336,2,3,Image,2024-12-18 11:59:54,Thought how start adult continue sport ok.,11,59
93338,2,1,Image,2024-12-18 16:08:06,Bring individual everything view eye whose.,16,8
93341,3,1,Video,2024-12-18 07:59:54,Feeling age wait official many customer affect.,7,59
93342,3,1,Image,2024-12-18 11:50:06,Many past point.,11,50
93343,4,1,Link,2024-12-18 04:23:42,Thought peace challenge buy goal.,4,23
93346,2,2,Image,2024-12-18 04:51:06,House simply cause system ability hold.,4,51
93351,4,1,Video,2024-12-18 15:32:30,Human account put value.,15,32
93359,1,2,Link,2024-12-18 08:56:12,Court call like increase available.,8,56
93360,4,1,Video,2024-12-18 11:57:42,Second spring me media affect.,11,57
93364,3,2,Image,2024-12-18 08:51:06,However order sort road live structure point.,8,51
93366,1,1,Video,2024-12-18 05:34:48,Technology buy international girl pay century believe sing.,5,34
93367,4,2,Video,2024-12-18 23:31:30,Family view ready message.,23,31
93369,3,2,Video,2024-12-18 18:51:42,Rise somebody PM mind wait.,18,51
93371,3,1,Video,2024-12-18 13:33:12,Hand part live few fine over plan.,13,33
93372,3,2,Link,2024-12-18 22:11:24,Brother blue work price in five choose wide.,22,11
93373,1,3,Link,2024-12-18 02:10:36,Teach among minute.,2,10
93374,2,1,Link,2024-12-18 07:49:12,Wrong government black look involve.,7,49
93376,1,3,Image,2024-12-18 19:00:24,Fact begin laugh focus doctor much.,19,0
93377,1,1,Link,2024-12-18 06:19:06,Tonight quickly apply next.,6,19
93381,3,1,Link,2024-12-18 09:19:48,Upon on allow none Democrat.,9,19
93387,4,1,Video,2024-12-18 06:39:36,Human face product agency media.,6,39
93388,4,1,Image,2024-12-18 16:06:18,Decision seek issue general live.,16,6
93390,2,1,Link,2024-12-18 16:58:54,Hard economy reach close anything.,16,58
93391,2,1,Video,2024-12-18 14:37:54,Through animal something investment audience animal.,14,37
93395,1,1,Link,2024-12-18 16:22:06,Career still produce continue here owner.,16,22
93396,4,1,Video,2024-12-18 11:03:00,Pressure chair item law hear audience dream.,11,3
93397,1,1,Video,2024-12-18 19:05:48,Major discuss hand write rate.,19,5
93404,3,1,Image,2024-12-18 07:48:54,Piece subject shoulder bag water.,7,48
93406,4,1,Link,2024-12-18 03:03:36,Once ask red let when race.,3,3
93407,4,2,Link,2024-12-18 20:15:24,Compare security just writer must society.,20,15
93410,4,1,Image,2024-12-18 04:23:06,Truth at woman.,4,23
93411,4,1,Image,2024-12-18 03:10:24,Play situation away challenge sound those.,3,10
93413,4,1,Link,2024-12-18 11:45:48,Again firm statement before.,11,45
93417,4,1,Link,2024-12-18 19:24:48,Statement like something.,19,24
93418,1,1,Video,2024-12-18 05:00:36,Safe per truth range traditional.,5,0
93421,2,3,Link,2024-12-18 03:09:06,Research history fact bed civil language.,3,9
93423,3,1,Link,2024-12-18 08:36:12,Movement also buy these.,8,36
93426,4,3,Video,2024-12-18 06:02:06,Century pull general lose situation.,6,2
93427,1,2,Image,2024-12-18 11:13:06,Sell could you they son clearly rich.,11,13
93428,4,1,Image,2024-12-18 09:45:06,Order special employee blue financial model.,9,45
93429,4,1,Image,2024-12-18 03:38:48,Would student mission.,3,38
93430,4,3,Image,2024-12-18 12:20:12,Nearly room large cause.,12,20
93431,1,3,Link,2024-12-18 04:24:06,Watch opportunity though cause people listen.,4,24
93432,4,2,Image,2024-12-18 18:05:54,Alone church about onto he sure.,18,5
93433,4,1,Link,2024-12-18 06:17:30,Main gun behind sure yes hair.,6,17
93437,3,1,Video,2024-12-18 11:24:42,White guy performance purpose media stop.,11,24
93438,1,1,Video,2024-12-18 14:47:06,Wrong reason image plant.,14,47
93443,3,1,Link,2024-12-18 21:21:30,Language country single church too in marriage customer.,21,21
93446,3,1,Image,2024-12-18 12:11:48,Expert direction coach baby.,12,11
93447,3,2,Image,2024-12-18 19:58:30,Skin some new true explain morning.,19,58
93453,3,1,Link,2024-12-18 21:59:06,Rather involve recent owner.,21,59
93455,1,2,Image,2024-12-18 06:45:36,Quality community base different want.,6,45
93456,2,1,Video,2024-12-18 01:24:24,Fly relate news power.,1,24
93458,2,3,Video,2024-12-18 03:02:54,Ask teach authority chair discover.,3,2
93459,4,3,Link,2024-12-18 03:01:18,Such once main probably.,3,1
93463,2,1,Image,2024-12-18 08:22:36,Detail report history TV short bad.,8,22
93464,3,1,Image,2024-12-18 07:57:12,Level everybody pass worry only pay thus.,7,57
93470,4,1,Image,2024-12-18 00:22:18,Attack professor memory much author.,0,22
93471,1,1,Image,2024-12-18 16:22:30,Possible always successful run.,16,22
93472,1,1,Link,2024-12-18 13:25:18,Speech image television threat building.,13,25
93473,4,1,Video,2024-12-18 21:02:48,Rest to tree box time note source evidence.,21,2
93474,3,3,Video,2024-12-18 09:50:42,Ahead consider purpose protect next note force.,9,50
93476,1,2,Video,2024-12-18 17:54:06,Research want garden number stage environment.,17,54
93478,4,1,Video,2024-12-18 01:58:30,Soldier shake me center Mrs become finally.,1,58
93483,3,3,Link,2024-12-18 15:16:42,Among discussion always support professor air sort and.,15,16
93484,2,2,Video,2024-12-18 16:14:48,Cold challenge laugh strong.,16,14
93485,3,1,Image,2024-12-18 11:54:42,New without blood nor.,11,54
93486,3,3,Link,2024-12-18 03:04:00,Green so success order because from.,3,4
93489,3,1,Link,2024-12-18 19:29:48,Few receive speak citizen matter stop.,19,29
93492,3,1,Link,2024-12-18 10:28:42,Beyond including least discover at true check.,10,28
93494,1,1,Image,2024-12-18 10:37:12,Key national meet fish begin.,10,37
93495,2,1,Video,2024-12-18 18:47:12,Environment garden force good win gun source.,18,47
93497,1,1,Link,2024-12-18 23:11:00,Husband eat maybe make appear day.,23,11
93498,2,1,Image,2024-12-18 09:15:06,Their already himself executive road worry no discuss.,9,15
93502,3,1,Video,2024-12-18 00:53:54,Suffer subject which describe.,0,53
93503,1,1,Image,2024-12-18 19:23:54,You cost life series.,19,23
93505,2,2,Video,2024-12-18 04:25:36,Effect although name style poor line couple.,4,25
93506,3,1,Link,2024-12-18 05:18:12,Ask laugh into interesting.,5,18
93508,4,1,Link,2024-12-18 04:49:30,Media leg total contain possible once.,4,49
93509,1,1,Image,2024-12-18 00:02:30,Same key our red each next off southern.,0,2
93510,1,1,Link,2024-12-18 09:23:54,Same main receive bank herself nearly bar.,9,23
93513,4,1,Link,2024-12-18 23:29:18,Seek summer drop speak.,23,29
93514,1,3,Link,2024-12-18 02:30:48,No style difficult explain pressure page note hit.,2,30
93515,1,1,Link,2024-12-18 06:56:12,Group few wonder collection onto.,6,56
93516,3,1,Video,2024-12-18 14:44:24,Staff require both sister people world morning.,14,44
93517,2,1,Link,2024-12-18 13:46:24,Sign read number guess opportunity.,13,46
93519,2,3,Image,2024-12-18 14:23:24,Dream trouble performance subject class.,14,23
93520,3,2,Image,2024-12-18 21:39:54,Campaign network commercial approach.,21,39
93523,1,2,Link,2024-12-18 04:39:00,Democratic tell quality but time home.,4,39
93526,3,1,Link,2024-12-18 12:27:24,Congress but thus road hour family.,12,27
93538,4,1,Image,2024-12-18 13:14:54,Recent imagine particularly receive.,13,14
93539,1,1,Image,2024-12-18 10:06:30,Door forward late south amount same.,10,6
93542,2,1,Image,2024-12-18 01:48:12,Leader research six through.,1,48
93543,2,2,Image,2024-12-18 23:44:54,Red factor instead resource police general.,23,44
93544,2,1,Link,2024-12-18 15:56:12,Economy civil list know benefit last catch.,15,56
93546,2,1,Image,2024-12-18 00:13:30,Investment lawyer specific age.,0,13
93549,4,1,Image,2024-12-18 04:56:30,Your sit section.,4,56
93550,2,1,Video,2024-12-18 23:32:18,First garden role behavior remain break because.,23,32
93552,4,3,Link,2024-12-18 08:18:06,Reveal available season out evening no despite.,8,18
93553,2,1,Link,2024-12-18 03:59:36,Control take as against discuss.,3,59
93557,3,2,Link,2024-12-18 22:06:54,Make enjoy region pull beautiful.,22,6
93562,4,1,Video,2024-12-18 16:58:48,Buy save discussion put.,16,58
93569,1,3,Link,2024-12-18 23:53:48,Appear out lot quickly call practice present.,23,53
93571,2,1,Image,2024-12-18 20:12:12,Team care available.,20,12
93575,3,1,Video,2024-12-18 01:38:54,Way among sell reason.,1,38
93576,4,2,Video,2024-12-18 05:40:06,Financial accept smile size decide scientist.,5,40
93577,1,1,Image,2024-12-18 11:18:54,Bank drug art far six against chair.,11,18
93578,1,1,Link,2024-12-18 04:11:54,Pay pattern operation table well he step case.,4,11
93582,4,1,Video,2024-12-18 13:37:06,Page although life son.,13,37
93583,1,2,Image,2024-12-18 12:14:48,Buy detail send identify couple year article.,12,14
93588,3,1,Image,2024-12-18 13:02:54,Make step should later.,13,2
93589,4,1,Link,2024-12-18 02:22:24,Despite rate move.,2,22
93601,2,3,Video,2024-12-18 10:08:42,Occur guy against improve.,10,8
93604,1,1,Video,2024-12-18 16:20:18,Sense company garden message drive as.,16,20
93605,1,3,Link,2024-12-18 11:03:18,None throw store something left happy.,11,3
93609,4,2,Link,2024-12-18 02:41:54,Either offer three something information.,2,41
93610,3,2,Image,2024-12-18 21:48:24,Thousand onto bit evidence president structure.,21,48
93616,4,1,Link,2024-12-18 19:13:24,Member item analysis no tonight marriage.,19,13
93617,3,2,Image,2024-12-18 00:28:18,Race forget food drive than four site.,0,28
93620,3,1,Link,2024-12-18 14:38:48,Population under gun various.,14,38
93621,3,1,Link,2024-12-18 08:08:12,Far large politics act industry.,8,8
93623,3,1,Link,2024-12-18 06:35:24,Knowledge statement three store.,6,35
93625,2,1,Image,2024-12-18 03:17:06,Them require business unit nothing democratic check.,3,17
93628,3,1,Link,2024-12-18 18:13:36,Wife upon far computer seem travel.,18,13
93629,1,1,Video,2024-12-18 23:21:12,Million strong partner.,23,21
